Line Number,Number of Tokens,Language,Model
129,65,zh,mistralai/Mathstral-7B-v0.1
130,117,zh,mistralai/Mathstral-7B-v0.1
131,43,zh,mistralai/Mathstral-7B-v0.1
132,277,zh,mistralai/Mathstral-7B-v0.1
133,176,zh,mistralai/Mathstral-7B-v0.1
134,70,zh,mistralai/Mathstral-7B-v0.1
135,109,zh,mistralai/Mathstral-7B-v0.1
136,109,zh,mistralai/Mathstral-7B-v0.1
137,100,zh,mistralai/Mathstral-7B-v0.1
138,324,zh,mistralai/Mathstral-7B-v0.1
139,124,zh,mistralai/Mathstral-7B-v0.1
140,167,zh,mistralai/Mathstral-7B-v0.1
141,322,zh,mistralai/Mathstral-7B-v0.1
142,72,zh,mistralai/Mathstral-7B-v0.1
143,66,zh,mistralai/Mathstral-7B-v0.1
144,277,zh,mistralai/Mathstral-7B-v0.1
145,166,zh,mistralai/Mathstral-7B-v0.1
146,113,zh,mistralai/Mathstral-7B-v0.1
147,256,zh,mistralai/Mathstral-7B-v0.1
148,297,zh,mistralai/Mathstral-7B-v0.1
149,333,zh,mistralai/Mathstral-7B-v0.1
150,106,zh,mistralai/Mathstral-7B-v0.1
151,309,zh,mistralai/Mathstral-7B-v0.1
152,121,zh,mistralai/Mathstral-7B-v0.1
153,87,zh,mistralai/Mathstral-7B-v0.1
154,65,zh,mistralai/Mathstral-7B-v0.1
155,206,zh,mistralai/Mathstral-7B-v0.1
156,110,zh,mistralai/Mathstral-7B-v0.1
157,104,zh,mistralai/Mathstral-7B-v0.1
158,126,zh,mistralai/Mathstral-7B-v0.1
159,67,zh,mistralai/Mathstral-7B-v0.1
160,237,zh,mistralai/Mathstral-7B-v0.1
161,99,zh,mistralai/Mathstral-7B-v0.1
162,112,zh,mistralai/Mathstral-7B-v0.1
163,189,zh,mistralai/Mathstral-7B-v0.1
164,248,zh,mistralai/Mathstral-7B-v0.1
165,220,zh,mistralai/Mathstral-7B-v0.1
166,307,zh,mistralai/Mathstral-7B-v0.1
167,156,zh,mistralai/Mathstral-7B-v0.1
168,171,zh,mistralai/Mathstral-7B-v0.1
169,82,zh,mistralai/Mathstral-7B-v0.1
170,338,zh,mistralai/Mathstral-7B-v0.1
171,83,zh,mistralai/Mathstral-7B-v0.1
172,108,zh,mistralai/Mathstral-7B-v0.1
173,121,zh,mistralai/Mathstral-7B-v0.1
174,245,zh,mistralai/Mathstral-7B-v0.1
175,125,zh,mistralai/Mathstral-7B-v0.1
176,112,zh,mistralai/Mathstral-7B-v0.1
177,256,zh,mistralai/Mathstral-7B-v0.1
178,119,zh,mistralai/Mathstral-7B-v0.1
179,138,zh,mistralai/Mathstral-7B-v0.1
180,157,zh,mistralai/Mathstral-7B-v0.1
181,67,zh,mistralai/Mathstral-7B-v0.1
182,72,zh,mistralai/Mathstral-7B-v0.1
183,147,zh,mistralai/Mathstral-7B-v0.1
184,245,zh,mistralai/Mathstral-7B-v0.1
185,79,zh,mistralai/Mathstral-7B-v0.1
186,84,zh,mistralai/Mathstral-7B-v0.1
187,84,zh,mistralai/Mathstral-7B-v0.1
188,93,zh,mistralai/Mathstral-7B-v0.1
189,251,zh,mistralai/Mathstral-7B-v0.1
190,242,zh,mistralai/Mathstral-7B-v0.1
191,91,zh,mistralai/Mathstral-7B-v0.1
192,202,zh,mistralai/Mathstral-7B-v0.1
193,148,zh,mistralai/Mathstral-7B-v0.1
194,195,zh,mistralai/Mathstral-7B-v0.1
195,130,zh,mistralai/Mathstral-7B-v0.1
196,127,zh,mistralai/Mathstral-7B-v0.1
197,211,zh,mistralai/Mathstral-7B-v0.1
198,156,zh,mistralai/Mathstral-7B-v0.1
199,126,zh,mistralai/Mathstral-7B-v0.1
200,266,zh,mistralai/Mathstral-7B-v0.1
201,224,zh,mistralai/Mathstral-7B-v0.1
202,170,zh,mistralai/Mathstral-7B-v0.1
203,123,zh,mistralai/Mathstral-7B-v0.1
204,236,zh,mistralai/Mathstral-7B-v0.1
205,142,zh,mistralai/Mathstral-7B-v0.1
206,193,zh,mistralai/Mathstral-7B-v0.1
207,64,zh,mistralai/Mathstral-7B-v0.1
208,154,zh,mistralai/Mathstral-7B-v0.1
209,138,zh,mistralai/Mathstral-7B-v0.1
210,125,zh,mistralai/Mathstral-7B-v0.1
211,97,zh,mistralai/Mathstral-7B-v0.1
212,94,zh,mistralai/Mathstral-7B-v0.1
213,103,zh,mistralai/Mathstral-7B-v0.1
214,53,zh,mistralai/Mathstral-7B-v0.1
215,240,zh,mistralai/Mathstral-7B-v0.1
216,338,zh,mistralai/Mathstral-7B-v0.1
217,128,zh,mistralai/Mathstral-7B-v0.1
218,181,zh,mistralai/Mathstral-7B-v0.1
219,244,zh,mistralai/Mathstral-7B-v0.1
220,79,zh,mistralai/Mathstral-7B-v0.1
221,165,zh,mistralai/Mathstral-7B-v0.1
222,112,zh,mistralai/Mathstral-7B-v0.1
223,90,zh,mistralai/Mathstral-7B-v0.1
224,109,zh,mistralai/Mathstral-7B-v0.1
225,82,zh,mistralai/Mathstral-7B-v0.1
226,102,zh,mistralai/Mathstral-7B-v0.1
227,109,zh,mistralai/Mathstral-7B-v0.1
228,70,zh,mistralai/Mathstral-7B-v0.1
229,125,zh,mistralai/Mathstral-7B-v0.1
230,130,zh,mistralai/Mathstral-7B-v0.1
231,200,zh,mistralai/Mathstral-7B-v0.1
232,94,zh,mistralai/Mathstral-7B-v0.1
233,193,zh,mistralai/Mathstral-7B-v0.1
234,108,zh,mistralai/Mathstral-7B-v0.1
235,87,zh,mistralai/Mathstral-7B-v0.1
236,193,zh,mistralai/Mathstral-7B-v0.1
237,130,zh,mistralai/Mathstral-7B-v0.1
238,92,zh,mistralai/Mathstral-7B-v0.1
239,204,zh,mistralai/Mathstral-7B-v0.1
240,43,zh,mistralai/Mathstral-7B-v0.1
241,55,zh,mistralai/Mathstral-7B-v0.1
242,237,zh,mistralai/Mathstral-7B-v0.1
243,289,zh,mistralai/Mathstral-7B-v0.1
244,237,zh,mistralai/Mathstral-7B-v0.1
245,118,zh,mistralai/Mathstral-7B-v0.1
246,286,zh,mistralai/Mathstral-7B-v0.1
247,115,zh,mistralai/Mathstral-7B-v0.1
248,123,zh,mistralai/Mathstral-7B-v0.1
249,88,zh,mistralai/Mathstral-7B-v0.1
250,66,zh,mistralai/Mathstral-7B-v0.1
251,138,zh,mistralai/Mathstral-7B-v0.1
252,223,zh,mistralai/Mathstral-7B-v0.1
253,196,zh,mistralai/Mathstral-7B-v0.1
254,166,zh,mistralai/Mathstral-7B-v0.1
255,136,zh,mistralai/Mathstral-7B-v0.1
256,48,zh,mistralai/Mathstral-7B-v0.1
257,122,zh,mistralai/Mathstral-7B-v0.1
258,90,zh,mistralai/Mathstral-7B-v0.1
259,83,zh,mistralai/Mathstral-7B-v0.1
260,203,zh,mistralai/Mathstral-7B-v0.1
261,144,zh,mistralai/Mathstral-7B-v0.1
262,240,zh,mistralai/Mathstral-7B-v0.1
263,215,zh,mistralai/Mathstral-7B-v0.1
264,217,zh,mistralai/Mathstral-7B-v0.1
265,111,zh,mistralai/Mathstral-7B-v0.1
266,277,zh,mistralai/Mathstral-7B-v0.1
267,92,zh,mistralai/Mathstral-7B-v0.1
268,281,zh,mistralai/Mathstral-7B-v0.1
269,115,zh,mistralai/Mathstral-7B-v0.1
270,166,zh,mistralai/Mathstral-7B-v0.1
271,135,zh,mistralai/Mathstral-7B-v0.1
272,195,zh,mistralai/Mathstral-7B-v0.1
273,94,zh,mistralai/Mathstral-7B-v0.1
274,121,zh,mistralai/Mathstral-7B-v0.1
275,95,zh,mistralai/Mathstral-7B-v0.1
276,164,zh,mistralai/Mathstral-7B-v0.1
277,146,zh,mistralai/Mathstral-7B-v0.1
278,172,zh,mistralai/Mathstral-7B-v0.1
279,120,zh,mistralai/Mathstral-7B-v0.1
280,243,zh,mistralai/Mathstral-7B-v0.1
281,173,zh,mistralai/Mathstral-7B-v0.1
282,94,zh,mistralai/Mathstral-7B-v0.1
283,251,zh,mistralai/Mathstral-7B-v0.1
284,231,zh,mistralai/Mathstral-7B-v0.1
285,83,zh,mistralai/Mathstral-7B-v0.1
286,41,zh,mistralai/Mathstral-7B-v0.1
287,62,zh,mistralai/Mathstral-7B-v0.1
288,198,zh,mistralai/Mathstral-7B-v0.1
289,229,zh,mistralai/Mathstral-7B-v0.1
290,51,zh,mistralai/Mathstral-7B-v0.1
291,96,zh,mistralai/Mathstral-7B-v0.1
292,145,zh,mistralai/Mathstral-7B-v0.1
293,150,zh,mistralai/Mathstral-7B-v0.1
294,165,zh,mistralai/Mathstral-7B-v0.1
295,251,zh,mistralai/Mathstral-7B-v0.1
296,166,zh,mistralai/Mathstral-7B-v0.1
297,52,zh,mistralai/Mathstral-7B-v0.1
298,87,zh,mistralai/Mathstral-7B-v0.1
299,210,zh,mistralai/Mathstral-7B-v0.1
300,97,zh,mistralai/Mathstral-7B-v0.1
301,124,zh,mistralai/Mathstral-7B-v0.1
302,143,zh,mistralai/Mathstral-7B-v0.1
303,53,zh,mistralai/Mathstral-7B-v0.1
304,150,zh,mistralai/Mathstral-7B-v0.1
305,118,zh,mistralai/Mathstral-7B-v0.1
306,73,zh,mistralai/Mathstral-7B-v0.1
307,111,zh,mistralai/Mathstral-7B-v0.1
308,184,zh,mistralai/Mathstral-7B-v0.1
309,83,zh,mistralai/Mathstral-7B-v0.1
310,86,zh,mistralai/Mathstral-7B-v0.1
311,95,zh,mistralai/Mathstral-7B-v0.1
312,525,zh,mistralai/Mathstral-7B-v0.1
313,51,zh,mistralai/Mathstral-7B-v0.1
314,148,zh,mistralai/Mathstral-7B-v0.1
315,68,zh,mistralai/Mathstral-7B-v0.1
316,123,zh,mistralai/Mathstral-7B-v0.1
317,232,zh,mistralai/Mathstral-7B-v0.1
318,90,zh,mistralai/Mathstral-7B-v0.1
319,121,zh,mistralai/Mathstral-7B-v0.1
320,142,zh,mistralai/Mathstral-7B-v0.1
321,20,zh,mistralai/Mathstral-7B-v0.1
322,146,zh,mistralai/Mathstral-7B-v0.1
323,186,zh,mistralai/Mathstral-7B-v0.1
324,99,zh,mistralai/Mathstral-7B-v0.1
325,145,zh,mistralai/Mathstral-7B-v0.1
326,133,zh,mistralai/Mathstral-7B-v0.1
327,144,zh,mistralai/Mathstral-7B-v0.1
328,146,zh,mistralai/Mathstral-7B-v0.1
329,99,zh,mistralai/Mathstral-7B-v0.1
330,150,zh,mistralai/Mathstral-7B-v0.1
331,80,zh,mistralai/Mathstral-7B-v0.1
332,142,zh,mistralai/Mathstral-7B-v0.1
333,196,zh,mistralai/Mathstral-7B-v0.1
334,103,zh,mistralai/Mathstral-7B-v0.1
335,181,zh,mistralai/Mathstral-7B-v0.1
336,135,zh,mistralai/Mathstral-7B-v0.1
337,147,zh,mistralai/Mathstral-7B-v0.1
338,129,zh,mistralai/Mathstral-7B-v0.1
339,110,zh,mistralai/Mathstral-7B-v0.1
340,173,zh,mistralai/Mathstral-7B-v0.1
341,264,zh,mistralai/Mathstral-7B-v0.1
342,115,zh,mistralai/Mathstral-7B-v0.1
343,89,zh,mistralai/Mathstral-7B-v0.1
344,70,zh,mistralai/Mathstral-7B-v0.1
345,75,zh,mistralai/Mathstral-7B-v0.1
346,198,zh,mistralai/Mathstral-7B-v0.1
347,110,zh,mistralai/Mathstral-7B-v0.1
348,257,zh,mistralai/Mathstral-7B-v0.1
349,134,zh,mistralai/Mathstral-7B-v0.1
350,127,zh,mistralai/Mathstral-7B-v0.1
351,135,zh,mistralai/Mathstral-7B-v0.1
352,83,zh,mistralai/Mathstral-7B-v0.1
353,69,zh,mistralai/Mathstral-7B-v0.1
354,131,zh,mistralai/Mathstral-7B-v0.1
355,168,zh,mistralai/Mathstral-7B-v0.1
356,153,zh,mistralai/Mathstral-7B-v0.1
357,83,zh,mistralai/Mathstral-7B-v0.1
358,126,zh,mistralai/Mathstral-7B-v0.1
359,96,zh,mistralai/Mathstral-7B-v0.1
360,190,zh,mistralai/Mathstral-7B-v0.1
361,197,zh,mistralai/Mathstral-7B-v0.1
362,122,zh,mistralai/Mathstral-7B-v0.1
363,132,zh,mistralai/Mathstral-7B-v0.1
364,121,zh,mistralai/Mathstral-7B-v0.1
365,127,zh,mistralai/Mathstral-7B-v0.1
366,101,zh,mistralai/Mathstral-7B-v0.1
367,106,zh,mistralai/Mathstral-7B-v0.1
368,117,zh,mistralai/Mathstral-7B-v0.1
369,176,zh,mistralai/Mathstral-7B-v0.1
370,152,zh,mistralai/Mathstral-7B-v0.1
371,231,zh,mistralai/Mathstral-7B-v0.1
372,119,zh,mistralai/Mathstral-7B-v0.1
373,186,zh,mistralai/Mathstral-7B-v0.1
374,155,zh,mistralai/Mathstral-7B-v0.1
375,67,zh,mistralai/Mathstral-7B-v0.1
376,206,zh,mistralai/Mathstral-7B-v0.1
377,98,zh,mistralai/Mathstral-7B-v0.1
378,66,zh,mistralai/Mathstral-7B-v0.1
379,81,zh,mistralai/Mathstral-7B-v0.1
380,227,zh,mistralai/Mathstral-7B-v0.1
381,228,zh,mistralai/Mathstral-7B-v0.1
382,256,zh,mistralai/Mathstral-7B-v0.1
383,206,zh,mistralai/Mathstral-7B-v0.1
384,270,zh,mistralai/Mathstral-7B-v0.1
385,284,zh,mistralai/Mathstral-7B-v0.1
386,154,zh,mistralai/Mathstral-7B-v0.1
387,222,zh,mistralai/Mathstral-7B-v0.1
388,185,zh,mistralai/Mathstral-7B-v0.1
389,96,zh,mistralai/Mathstral-7B-v0.1
390,188,zh,mistralai/Mathstral-7B-v0.1
391,116,zh,mistralai/Mathstral-7B-v0.1
392,352,zh,mistralai/Mathstral-7B-v0.1
393,173,zh,mistralai/Mathstral-7B-v0.1
394,220,zh,mistralai/Mathstral-7B-v0.1
395,72,zh,mistralai/Mathstral-7B-v0.1
396,146,zh,mistralai/Mathstral-7B-v0.1
397,174,zh,mistralai/Mathstral-7B-v0.1
398,162,zh,mistralai/Mathstral-7B-v0.1
399,284,zh,mistralai/Mathstral-7B-v0.1
400,257,zh,mistralai/Mathstral-7B-v0.1
401,160,zh,mistralai/Mathstral-7B-v0.1
402,239,zh,mistralai/Mathstral-7B-v0.1
403,148,zh,mistralai/Mathstral-7B-v0.1
404,159,zh,mistralai/Mathstral-7B-v0.1
405,146,zh,mistralai/Mathstral-7B-v0.1
406,82,zh,mistralai/Mathstral-7B-v0.1
407,237,zh,mistralai/Mathstral-7B-v0.1
408,103,zh,mistralai/Mathstral-7B-v0.1
409,152,zh,mistralai/Mathstral-7B-v0.1
410,83,zh,mistralai/Mathstral-7B-v0.1
411,209,zh,mistralai/Mathstral-7B-v0.1
412,77,zh,mistralai/Mathstral-7B-v0.1
413,158,zh,mistralai/Mathstral-7B-v0.1
414,116,zh,mistralai/Mathstral-7B-v0.1
415,220,zh,mistralai/Mathstral-7B-v0.1
416,129,zh,mistralai/Mathstral-7B-v0.1
417,95,zh,mistralai/Mathstral-7B-v0.1
418,185,zh,mistralai/Mathstral-7B-v0.1
419,217,zh,mistralai/Mathstral-7B-v0.1
420,247,zh,mistralai/Mathstral-7B-v0.1
421,101,zh,mistralai/Mathstral-7B-v0.1
422,178,zh,mistralai/Mathstral-7B-v0.1
423,207,zh,mistralai/Mathstral-7B-v0.1
424,90,zh,mistralai/Mathstral-7B-v0.1
425,202,zh,mistralai/Mathstral-7B-v0.1
426,114,zh,mistralai/Mathstral-7B-v0.1
427,164,zh,mistralai/Mathstral-7B-v0.1
428,177,zh,mistralai/Mathstral-7B-v0.1
429,180,zh,mistralai/Mathstral-7B-v0.1
430,214,zh,mistralai/Mathstral-7B-v0.1
431,71,zh,mistralai/Mathstral-7B-v0.1
432,235,zh,mistralai/Mathstral-7B-v0.1
433,139,zh,mistralai/Mathstral-7B-v0.1
434,134,zh,mistralai/Mathstral-7B-v0.1
435,203,zh,mistralai/Mathstral-7B-v0.1
436,265,zh,mistralai/Mathstral-7B-v0.1
437,134,zh,mistralai/Mathstral-7B-v0.1
438,100,zh,mistralai/Mathstral-7B-v0.1
439,64,zh,mistralai/Mathstral-7B-v0.1
440,85,zh,mistralai/Mathstral-7B-v0.1
441,157,zh,mistralai/Mathstral-7B-v0.1
442,186,zh,mistralai/Mathstral-7B-v0.1
443,169,zh,mistralai/Mathstral-7B-v0.1
444,253,zh,mistralai/Mathstral-7B-v0.1
445,273,zh,mistralai/Mathstral-7B-v0.1
446,92,zh,mistralai/Mathstral-7B-v0.1
447,114,zh,mistralai/Mathstral-7B-v0.1
448,158,zh,mistralai/Mathstral-7B-v0.1
449,95,zh,mistralai/Mathstral-7B-v0.1
450,174,zh,mistralai/Mathstral-7B-v0.1
451,57,zh,mistralai/Mathstral-7B-v0.1
452,55,zh,mistralai/Mathstral-7B-v0.1
453,115,zh,mistralai/Mathstral-7B-v0.1
454,113,zh,mistralai/Mathstral-7B-v0.1
455,117,zh,mistralai/Mathstral-7B-v0.1
456,198,zh,mistralai/Mathstral-7B-v0.1
457,90,zh,mistralai/Mathstral-7B-v0.1
458,94,zh,mistralai/Mathstral-7B-v0.1
459,74,zh,mistralai/Mathstral-7B-v0.1
460,151,zh,mistralai/Mathstral-7B-v0.1
461,121,zh,mistralai/Mathstral-7B-v0.1
462,88,zh,mistralai/Mathstral-7B-v0.1
463,56,zh,mistralai/Mathstral-7B-v0.1
464,183,zh,mistralai/Mathstral-7B-v0.1
465,62,zh,mistralai/Mathstral-7B-v0.1
466,91,zh,mistralai/Mathstral-7B-v0.1
467,82,zh,mistralai/Mathstral-7B-v0.1
468,76,zh,mistralai/Mathstral-7B-v0.1
469,71,zh,mistralai/Mathstral-7B-v0.1
470,185,zh,mistralai/Mathstral-7B-v0.1
471,198,zh,mistralai/Mathstral-7B-v0.1
472,107,zh,mistralai/Mathstral-7B-v0.1
473,66,zh,mistralai/Mathstral-7B-v0.1
474,117,zh,mistralai/Mathstral-7B-v0.1
475,141,zh,mistralai/Mathstral-7B-v0.1
476,181,zh,mistralai/Mathstral-7B-v0.1
477,158,zh,mistralai/Mathstral-7B-v0.1
478,189,zh,mistralai/Mathstral-7B-v0.1
479,116,zh,mistralai/Mathstral-7B-v0.1
480,89,zh,mistralai/Mathstral-7B-v0.1
481,127,zh,mistralai/Mathstral-7B-v0.1
482,195,zh,mistralai/Mathstral-7B-v0.1
483,110,zh,mistralai/Mathstral-7B-v0.1
484,145,zh,mistralai/Mathstral-7B-v0.1
485,134,zh,mistralai/Mathstral-7B-v0.1
486,112,zh,mistralai/Mathstral-7B-v0.1
487,273,zh,mistralai/Mathstral-7B-v0.1
488,79,zh,mistralai/Mathstral-7B-v0.1
489,103,zh,mistralai/Mathstral-7B-v0.1
490,157,zh,mistralai/Mathstral-7B-v0.1
491,103,zh,mistralai/Mathstral-7B-v0.1
492,111,zh,mistralai/Mathstral-7B-v0.1
493,57,zh,mistralai/Mathstral-7B-v0.1
494,43,zh,mistralai/Mathstral-7B-v0.1
495,51,zh,mistralai/Mathstral-7B-v0.1
496,146,zh,mistralai/Mathstral-7B-v0.1
497,155,zh,mistralai/Mathstral-7B-v0.1
498,240,zh,mistralai/Mathstral-7B-v0.1
499,126,zh,mistralai/Mathstral-7B-v0.1
500,134,zh,mistralai/Mathstral-7B-v0.1
501,103,zh,mistralai/Mathstral-7B-v0.1
502,252,zh,mistralai/Mathstral-7B-v0.1
503,75,zh,mistralai/Mathstral-7B-v0.1
504,190,zh,mistralai/Mathstral-7B-v0.1
505,139,zh,mistralai/Mathstral-7B-v0.1
506,154,zh,mistralai/Mathstral-7B-v0.1
507,124,zh,mistralai/Mathstral-7B-v0.1
508,205,zh,mistralai/Mathstral-7B-v0.1
509,72,zh,mistralai/Mathstral-7B-v0.1
510,59,zh,mistralai/Mathstral-7B-v0.1
511,115,zh,mistralai/Mathstral-7B-v0.1
512,91,zh,mistralai/Mathstral-7B-v0.1
513,84,zh,mistralai/Mathstral-7B-v0.1
514,173,zh,mistralai/Mathstral-7B-v0.1
515,203,zh,mistralai/Mathstral-7B-v0.1
516,186,zh,mistralai/Mathstral-7B-v0.1
517,112,zh,mistralai/Mathstral-7B-v0.1
518,58,zh,mistralai/Mathstral-7B-v0.1
519,58,zh,mistralai/Mathstral-7B-v0.1
520,168,zh,mistralai/Mathstral-7B-v0.1
521,103,zh,mistralai/Mathstral-7B-v0.1
522,115,zh,mistralai/Mathstral-7B-v0.1
523,119,zh,mistralai/Mathstral-7B-v0.1
524,217,zh,mistralai/Mathstral-7B-v0.1
525,184,zh,mistralai/Mathstral-7B-v0.1
526,155,zh,mistralai/Mathstral-7B-v0.1
527,129,zh,mistralai/Mathstral-7B-v0.1
528,93,zh,mistralai/Mathstral-7B-v0.1
529,140,zh,mistralai/Mathstral-7B-v0.1
530,68,zh,mistralai/Mathstral-7B-v0.1
531,176,zh,mistralai/Mathstral-7B-v0.1
532,139,zh,mistralai/Mathstral-7B-v0.1
533,176,zh,mistralai/Mathstral-7B-v0.1
534,67,zh,mistralai/Mathstral-7B-v0.1
535,113,zh,mistralai/Mathstral-7B-v0.1
536,161,zh,mistralai/Mathstral-7B-v0.1
537,107,zh,mistralai/Mathstral-7B-v0.1
538,105,zh,mistralai/Mathstral-7B-v0.1
539,225,zh,mistralai/Mathstral-7B-v0.1
540,198,zh,mistralai/Mathstral-7B-v0.1
541,106,zh,mistralai/Mathstral-7B-v0.1
542,256,zh,mistralai/Mathstral-7B-v0.1
543,165,zh,mistralai/Mathstral-7B-v0.1
544,255,zh,mistralai/Mathstral-7B-v0.1
545,161,zh,mistralai/Mathstral-7B-v0.1
546,181,zh,mistralai/Mathstral-7B-v0.1
547,181,zh,mistralai/Mathstral-7B-v0.1
548,251,zh,mistralai/Mathstral-7B-v0.1
549,162,zh,mistralai/Mathstral-7B-v0.1
550,177,zh,mistralai/Mathstral-7B-v0.1
551,52,zh,mistralai/Mathstral-7B-v0.1
552,159,zh,mistralai/Mathstral-7B-v0.1
553,147,zh,mistralai/Mathstral-7B-v0.1
554,230,zh,mistralai/Mathstral-7B-v0.1
555,358,zh,mistralai/Mathstral-7B-v0.1
556,275,zh,mistralai/Mathstral-7B-v0.1
557,222,zh,mistralai/Mathstral-7B-v0.1
558,224,zh,mistralai/Mathstral-7B-v0.1
559,138,zh,mistralai/Mathstral-7B-v0.1
560,147,zh,mistralai/Mathstral-7B-v0.1
561,202,zh,mistralai/Mathstral-7B-v0.1
562,143,zh,mistralai/Mathstral-7B-v0.1
563,129,zh,mistralai/Mathstral-7B-v0.1
564,165,zh,mistralai/Mathstral-7B-v0.1
565,86,zh,mistralai/Mathstral-7B-v0.1
566,151,zh,mistralai/Mathstral-7B-v0.1
567,195,zh,mistralai/Mathstral-7B-v0.1
568,78,zh,mistralai/Mathstral-7B-v0.1
569,207,zh,mistralai/Mathstral-7B-v0.1
570,151,zh,mistralai/Mathstral-7B-v0.1
571,51,zh,mistralai/Mathstral-7B-v0.1
572,336,zh,mistralai/Mathstral-7B-v0.1
573,65,zh,mistralai/Mathstral-7B-v0.1
574,139,zh,mistralai/Mathstral-7B-v0.1
575,272,zh,mistralai/Mathstral-7B-v0.1
576,176,zh,mistralai/Mathstral-7B-v0.1
577,94,zh,mistralai/Mathstral-7B-v0.1
578,135,zh,mistralai/Mathstral-7B-v0.1
579,95,zh,mistralai/Mathstral-7B-v0.1
580,161,zh,mistralai/Mathstral-7B-v0.1
581,281,zh,mistralai/Mathstral-7B-v0.1
582,134,zh,mistralai/Mathstral-7B-v0.1
583,112,zh,mistralai/Mathstral-7B-v0.1
584,197,zh,mistralai/Mathstral-7B-v0.1
585,261,zh,mistralai/Mathstral-7B-v0.1
586,82,zh,mistralai/Mathstral-7B-v0.1
587,78,zh,mistralai/Mathstral-7B-v0.1
588,170,zh,mistralai/Mathstral-7B-v0.1
589,94,zh,mistralai/Mathstral-7B-v0.1
590,98,zh,mistralai/Mathstral-7B-v0.1
591,195,zh,mistralai/Mathstral-7B-v0.1
592,64,zh,mistralai/Mathstral-7B-v0.1
593,90,zh,mistralai/Mathstral-7B-v0.1
594,103,zh,mistralai/Mathstral-7B-v0.1
595,140,zh,mistralai/Mathstral-7B-v0.1
596,56,zh,mistralai/Mathstral-7B-v0.1
597,238,zh,mistralai/Mathstral-7B-v0.1
598,80,zh,mistralai/Mathstral-7B-v0.1
599,123,zh,mistralai/Mathstral-7B-v0.1
600,190,zh,mistralai/Mathstral-7B-v0.1
601,70,zh,mistralai/Mathstral-7B-v0.1
602,61,zh,mistralai/Mathstral-7B-v0.1
603,157,zh,mistralai/Mathstral-7B-v0.1
604,80,zh,mistralai/Mathstral-7B-v0.1
605,224,zh,mistralai/Mathstral-7B-v0.1
606,107,zh,mistralai/Mathstral-7B-v0.1
607,204,zh,mistralai/Mathstral-7B-v0.1
608,234,zh,mistralai/Mathstral-7B-v0.1
609,232,zh,mistralai/Mathstral-7B-v0.1
610,98,zh,mistralai/Mathstral-7B-v0.1
611,72,zh,mistralai/Mathstral-7B-v0.1
612,122,zh,mistralai/Mathstral-7B-v0.1
613,194,zh,mistralai/Mathstral-7B-v0.1
614,130,zh,mistralai/Mathstral-7B-v0.1
615,205,zh,mistralai/Mathstral-7B-v0.1
616,251,zh,mistralai/Mathstral-7B-v0.1
617,167,zh,mistralai/Mathstral-7B-v0.1
618,86,zh,mistralai/Mathstral-7B-v0.1
619,123,zh,mistralai/Mathstral-7B-v0.1
620,78,zh,mistralai/Mathstral-7B-v0.1
621,92,zh,mistralai/Mathstral-7B-v0.1
622,194,zh,mistralai/Mathstral-7B-v0.1
623,181,zh,mistralai/Mathstral-7B-v0.1
624,234,zh,mistralai/Mathstral-7B-v0.1
625,190,zh,mistralai/Mathstral-7B-v0.1
626,161,zh,mistralai/Mathstral-7B-v0.1
627,206,zh,mistralai/Mathstral-7B-v0.1
628,98,zh,mistralai/Mathstral-7B-v0.1
629,83,zh,mistralai/Mathstral-7B-v0.1
630,264,zh,mistralai/Mathstral-7B-v0.1
631,67,zh,mistralai/Mathstral-7B-v0.1
632,102,zh,mistralai/Mathstral-7B-v0.1
633,101,zh,mistralai/Mathstral-7B-v0.1
634,125,zh,mistralai/Mathstral-7B-v0.1
635,176,zh,mistralai/Mathstral-7B-v0.1
636,165,zh,mistralai/Mathstral-7B-v0.1
637,55,zh,mistralai/Mathstral-7B-v0.1
638,129,zh,mistralai/Mathstral-7B-v0.1
639,125,zh,mistralai/Mathstral-7B-v0.1
640,226,zh,mistralai/Mathstral-7B-v0.1
641,115,zh,mistralai/Mathstral-7B-v0.1
642,113,zh,mistralai/Mathstral-7B-v0.1
643,132,zh,mistralai/Mathstral-7B-v0.1
644,128,zh,mistralai/Mathstral-7B-v0.1
645,133,zh,mistralai/Mathstral-7B-v0.1
646,102,zh,mistralai/Mathstral-7B-v0.1
647,100,zh,mistralai/Mathstral-7B-v0.1
648,124,zh,mistralai/Mathstral-7B-v0.1
649,131,zh,mistralai/Mathstral-7B-v0.1
650,199,zh,mistralai/Mathstral-7B-v0.1
651,130,zh,mistralai/Mathstral-7B-v0.1
652,222,zh,mistralai/Mathstral-7B-v0.1
653,334,zh,mistralai/Mathstral-7B-v0.1
654,145,zh,mistralai/Mathstral-7B-v0.1
655,215,zh,mistralai/Mathstral-7B-v0.1
656,212,zh,mistralai/Mathstral-7B-v0.1
657,114,zh,mistralai/Mathstral-7B-v0.1
658,37,zh,mistralai/Mathstral-7B-v0.1
659,263,zh,mistralai/Mathstral-7B-v0.1
660,74,zh,mistralai/Mathstral-7B-v0.1
661,295,zh,mistralai/Mathstral-7B-v0.1
662,68,zh,mistralai/Mathstral-7B-v0.1
663,260,zh,mistralai/Mathstral-7B-v0.1
664,238,zh,mistralai/Mathstral-7B-v0.1
665,126,zh,mistralai/Mathstral-7B-v0.1
